Plant,Price EUR,Pot Size,Height,Product URL,Catalogue Page
Rhaphiolepis x delacourii 'Coates' Crimson' €7.60 19 cm 30-40 cm,7.6,19 cm,40 cm,https://www.floraccess.com/en/product/59041/rhaphiolepis-x-delacourii-coates-crimson/?source=Search,610
Rhapis excelsa €224.44 40 cm 170-190 cm,224.44,40 cm,190 cm,https://www.floraccess.com/en/product/51757/rhapis-excelsa/?source=Search,171
Rhapis excelsa €224.44 40 cm 170-190 cm,224.44,40 cm,190 cm,https://www.floraccess.com/en/product/51758/rhapis-excelsa/?source=Search,271
Rhapis excelsa €322.34 40 cm 200-220 cm,322.34,40 cm,220 cm,https://www.floraccess.com/en/product/108597/rhapis-excelsa/?source=Search,610
Rhapis excelsa €375.44 44 cm 240-260 cm,375.44,44 cm,260 cm,https://www.floraccess.com/en/product/88838/rhapis-excelsa/?source=Search,271
Rhapis excelsa €38.82 21 cm 80-100 cm,38.82,21 cm,100 cm,https://www.floraccess.com/en/product/77647/rhapis-excelsa/?source=Search,186
Rhapis excelsa €72.78 27 cm 130-150 cm,72.78,27 cm,150 cm,https://www.floraccess.com/en/product/26753/rhapis-excelsa/?source=Search,176
Rhapis excelsa €73.24 30 cm 130-150 cm,73.24,30 cm,150 cm,https://www.floraccess.com/en/product/102577/rhapis-excelsa/?source=Search,610
Rhapis excelsa €80.73 32 cm 100-120 cm,80.73,32 cm,120 cm,https://www.floraccess.com/en/product/122039/rhapis-excelsa/?source=Search,235
Rhapis excelsa €91.94 29 cm 110-130 cm,91.94,29 cm,130 cm,https://www.floraccess.com/en/product/51754/rhapis-excelsa/?source=Search,610
Rhapis excelsa €91.94 29 cm 110-130 cm,91.94,29 cm,130 cm,https://www.floraccess.com/en/product/51755/rhapis-excelsa/?source=Search,610
Rhapis humilis €260.86 30 cm 130-150 cm,260.86,30 cm,150 cm,https://www.floraccess.com/en/product/119112/rhapis-humilis/?source=Search,610
Rhapis humilis €440.65 40 cm 180-200 cm,440.65,40 cm,200 cm,https://www.floraccess.com/en/product/119113/rhapis-humilis/?source=Search,610
Rheum palmatum tanguticum €2.33 9 cm 15 cm,2.33,9 cm,15 cm,https://www.floraccess.com/en/product/66047/rheum-palmatum-tanguticum/?source=Search,201
Rheum rhabarbarum €4.86 15 cm 20 cm,4.86,15 cm,20 cm,https://www.floraccess.com/en/product/113533/rheum-rhabarbarum/?source=Search,182
Rhipsalis HOLVIANA €11.56 14 cm 45-55 cm,11.56,14 cm,55 cm,https://www.floraccess.com/en/product/81860/rhipsalis-holviana/?source=Search,610
Rhipsalis MIX €1.00 5.5 cm 10 cm,1.0,5.5 cm,10 cm,https://www.floraccess.com/en/product/113514/rhipsalis-mix/?source=Search,77
Rhipsalis MIX €1.37 5.5 cm 10 cm,1.37,5.5 cm,10 cm,https://www.floraccess.com/en/product/107843/rhipsalis-mix/?source=Search,231
Rhipsalis MIX €1.57 6 cm 12 cm,1.57,6 cm,12 cm,https://www.floraccess.com/en/product/90662/rhipsalis-mix/?source=Search,145
Rhipsalis MIX €1.88 6 cm 12 cm,1.88,6 cm,12 cm,https://www.floraccess.com/en/product/77345/rhipsalis-mix/?source=Search,80
Rhipsalis MIX €1.98 8.5 cm 15 cm,1.98,8.5 cm,15 cm,https://www.floraccess.com/en/product/116049/rhipsalis-mix/?source=Search,231
Rhipsalis MIX €10.74 14 cm 25-35 cm,10.74,14 cm,35 cm,https://www.floraccess.com/en/product/32755/rhipsalis-mix/?source=Search,59
Rhipsalis MIX €11.31 14 cm 25-35 cm,11.31,14 cm,35 cm,https://www.floraccess.com/en/product/81858/rhipsalis-mix/?source=Search,78
Rhipsalis MIX €11.38 17 cm 25 cm,11.38,17 cm,25 cm,https://www.floraccess.com/en/product/94523/rhipsalis-mix/?source=Search,231
Rhipsalis MIX €11.63 15 cm 30-40 cm,11.63,15 cm,40 cm,https://www.floraccess.com/en/product/113404/rhipsalis-mix/?source=Search,132
Rhipsalis MIX €18.54 15 cm 35-45 cm,18.54,15 cm,45 cm,https://www.floraccess.com/en/product/101280/rhipsalis-mix/?source=Search,610
Rhipsalis MIX €24.71 21 cm 35-45 cm,24.71,21 cm,45 cm,https://www.floraccess.com/en/product/122196/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €3.82 12 cm 17 cm,3.82,12 cm,17 cm,https://www.floraccess.com/en/product/100602/rhipsalis-mix/?source=Search,355
Rhipsalis MIX €4.00 12 cm 15 cm,4.0,12 cm,15 cm,https://www.floraccess.com/en/product/116061/rhipsalis-mix/?source=Search,355
Rhipsalis MIX €4.18 6 cm 11 cm,4.18,6 cm,11 cm,https://www.floraccess.com/en/product/57110/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €5.10 9 cm 17 cm,5.1,9 cm,17 cm,https://www.floraccess.com/en/product/57089/rhipsalis-mix/?source=Search,271
Rhipsalis MIX €5.12 6 cm 12 cm,5.12,6 cm,12 cm,https://www.floraccess.com/en/product/74101/rhipsalis-mix/?source=Search,610
Rhipsalis MIX €5.12 6 cm 12 cm,5.12,6 cm,12 cm,https://www.floraccess.com/en/product/74102/rhipsalis-mix/?source=Search,610
Rhipsalis MIX €5.46 6 cm 13 cm,5.46,6 cm,13 cm,https://www.floraccess.com/en/product/101738/rhipsalis-mix/?source=Search,610
Rhipsalis MIX €5.51 6 cm 14 cm,5.51,6 cm,14 cm,https://www.floraccess.com/en/product/57647/rhipsalis-mix/?source=Search,224
Rhipsalis MIX €5.74 6 cm 13 cm,5.74,6 cm,13 cm,https://www.floraccess.com/en/product/57142/rhipsalis-mix/?source=Search,179
Rhipsalis MIX €5.74 6 cm 13 cm,5.74,6 cm,13 cm,https://www.floraccess.com/en/product/57144/rhipsalis-mix/?source=Search,271
Rhipsalis MIX €6.44 9 cm 22 cm,6.44,9 cm,22 cm,https://www.floraccess.com/en/product/74109/rhipsalis-mix/?source=Search,610
Rhipsalis MIX €6.44 9 cm 22 cm,6.44,9 cm,22 cm,https://www.floraccess.com/en/product/75118/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €6.62 9 cm 22 cm,6.62,9 cm,22 cm,https://www.floraccess.com/en/product/74111/rhipsalis-mix/?source=Search,610
Rhipsalis MIX €6.62 9 cm 22 cm,6.62,9 cm,22 cm,https://www.floraccess.com/en/product/74110/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €6.65 9 cm 22 cm,6.65,9 cm,22 cm,https://www.floraccess.com/en/product/75114/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €7.13 9 cm 20 cm,7.13,9 cm,20 cm,https://www.floraccess.com/en/product/75124/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €7.21 9 cm 23 cm,7.21,9 cm,23 cm,https://www.floraccess.com/en/product/57646/rhipsalis-mix/?source=Search,159
Rhipsalis MIX €7.31 9 cm 20 cm,7.31,9 cm,20 cm,https://www.floraccess.com/en/product/75126/rhipsalis-mix/?source=Search,355
Rhipsalis MIX €8.00 9 cm 23 cm,8.0,9 cm,23 cm,https://www.floraccess.com/en/product/57705/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €8.00 9 cm 23 cm,8.0,9 cm,23 cm,https://www.floraccess.com/en/product/57706/rhipsalis-mix/?source=Search,611
Rhipsalis MIX €8.90 15 cm 20 cm,8.9,15 cm,20 cm,https://www.floraccess.com/en/product/33019/rhipsalis-mix/?source=Search,84
Rhipsalis MIX €9.87 15 cm 30-40 cm,9.87,15 cm,40 cm,https://www.floraccess.com/en/product/100043/rhipsalis-mix/?source=Search,271
Rhipsalis agudoensis €1.05 5.5 cm 15 cm,1.05,5.5 cm,15 cm,https://www.floraccess.com/en/product/113394/rhipsalis-agudoensis/?source=Search,355
Rhipsalis agudoensis €1.94 8.5 cm 10 cm,1.94,8.5 cm,10 cm,https://www.floraccess.com/en/product/116669/rhipsalis-agudoensis/?source=Search,611
Rhipsalis agudoensis €3.94 12 cm 15 cm,3.94,12 cm,15 cm,https://www.floraccess.com/en/product/116042/rhipsalis-agudoensis/?source=Search,355
Rhipsalis baccifera 'Oasis' €0.96 5.5 cm 8 cm,0.96,5.5 cm,8 cm,https://www.floraccess.com/en/product/113392/rhipsalis-baccifera-oasis/?source=Search,282
Rhipsalis baccifera 'Oasis' €1.37 5.5 cm 12 cm,1.37,5.5 cm,12 cm,https://www.floraccess.com/en/product/111374/rhipsalis-baccifera-oasis/?source=Search,235
Rhipsalis baccifera 'Oasis' €1.94 8.5 cm 10 cm,1.94,8.5 cm,10 cm,https://www.floraccess.com/en/product/116043/rhipsalis-baccifera-oasis/?source=Search,323
Rhipsalis baccifera 'Oasis' €11.38 17 cm 25 cm,11.38,17 cm,25 cm,https://www.floraccess.com/en/product/94525/rhipsalis-baccifera-oasis/?source=Search,611
Rhipsalis baccifera 'Oasis' €3.15 11 cm 15 cm,3.15,11 cm,15 cm,https://www.floraccess.com/en/product/115915/rhipsalis-baccifera-oasis/?source=Search,128
Rhipsalis baccifera 'Oasis' €4.04 12 cm 17 cm,4.04,12 cm,17 cm,https://www.floraccess.com/en/product/113393/rhipsalis-baccifera-oasis/?source=Search,282
Rhipsalis baccifera 'Oasis' €4.10 12 cm 15 cm,4.1,12 cm,15 cm,https://www.floraccess.com/en/product/100039/rhipsalis-baccifera-oasis/?source=Search,611
Rhipsalis baccifera horrida €0.98 5.5 cm 10 cm,0.98,5.5 cm,10 cm,https://www.floraccess.com/en/product/116040/rhipsalis-baccifera-horrida/?source=Search,282
Rhipsalis baccifera horrida €1.37 5.5 cm 12 cm,1.37,5.5 cm,12 cm,https://www.floraccess.com/en/product/118091/rhipsalis-baccifera-horrida/?source=Search,611
Rhipsalis baccifera horrida €1.78 6 cm 10 cm,1.78,6 cm,10 cm,https://www.floraccess.com/en/product/90661/rhipsalis-baccifera-horrida/?source=Search,282
Rhipsalis baccifera horrida €1.94 8.5 cm 10 cm,1.94,8.5 cm,10 cm,https://www.floraccess.com/en/product/116048/rhipsalis-baccifera-horrida/?source=Search,611
Rhipsalis baccifera horrida €3.94 12 cm 15 cm,3.94,12 cm,15 cm,https://www.floraccess.com/en/product/116041/rhipsalis-baccifera-horrida/?source=Search,128
Rhipsalis baccifera horrida €4.17 12 cm 17 cm,4.17,12 cm,17 cm,https://www.floraccess.com/en/product/119559/rhipsalis-baccifera-horrida/?source=Search,611
Rhipsalis baccifera horrida €5.10 9 cm 16 cm,5.1,9 cm,16 cm,https://www.floraccess.com/en/product/57093/rhipsalis-baccifera-horrida/?source=Search,271
Rhipsalis baccifera horrida €6.46 12 cm 23 cm,6.46,12 cm,23 cm,https://www.floraccess.com/en/product/101740/rhipsalis-baccifera-horrida/?source=Search,611
Rhipsalis baccifera mauritiana €53.75 20 cm 60-80 cm,53.75,20 cm,80 cm,https://www.floraccess.com/en/product/123558/rhipsalis-baccifera-mauritiana/?source=Search,611
Rhipsalis baccifera shaferi €1.37 5.5 cm 10 cm,1.37,5.5 cm,10 cm,https://www.floraccess.com/en/product/111377/rhipsalis-baccifera-shaferi/?source=Search,611
Rhipsalis baccifera shaferi €10.20 15 cm 35-45 cm,10.2,15 cm,45 cm,https://www.floraccess.com/en/product/100040/rhipsalis-baccifera-shaferi/?source=Search,103
Rhipsalis baccifera shaferi €23.34 21 cm 25-35 cm,23.34,21 cm,35 cm,https://www.floraccess.com/en/product/125553/rhipsalis-baccifera-shaferi/?source=Search,611
Rhipsalis baccifera €4.17 6 cm 9 cm,4.17,6 cm,9 cm,https://www.floraccess.com/en/product/57111/rhipsalis-baccifera/?source=Search,611
Rhipsalis baccifera €9.66 15 cm 30-40 cm,9.66,15 cm,40 cm,https://www.floraccess.com/en/product/93665/rhipsalis-baccifera/?source=Search,611
Rhipsalis burchellii €0.98 5.5 cm 10 cm,0.98,5.5 cm,10 cm,https://www.floraccess.com/en/product/116039/rhipsalis-burchellii/?source=Search,323
Rhipsalis burchellii €1.37 5.5 cm 12 cm,1.37,5.5 cm,12 cm,https://www.floraccess.com/en/product/111375/rhipsalis-burchellii/?source=Search,235
Rhipsalis burchellii €1.82 6 cm 15 cm,1.82,6 cm,15 cm,https://www.floraccess.com/en/product/88359/rhipsalis-burchellii/?source=Search,355
Rhipsalis burchellii €1.94 8.5 cm 10 cm,1.94,8.5 cm,10 cm,https://www.floraccess.com/en/product/117693/rhipsalis-burchellii/?source=Search,611
Rhipsalis burchellii €3.91 12 cm 12 cm,3.91,12 cm,12 cm,https://www.floraccess.com/en/product/100041/rhipsalis-burchellii/?source=Search,611
Rhipsalis burchellii €3.94 12 cm 15 cm,3.94,12 cm,15 cm,https://www.floraccess.com/en/product/116038/rhipsalis-burchellii/?source=Search,611
Rhipsalis burchellii €4.17 6 cm 9 cm,4.17,6 cm,9 cm,https://www.floraccess.com/en/product/57112/rhipsalis-burchellii/?source=Search,224
Rhipsalis burchellii €5.10 9 cm 17 cm,5.1,9 cm,17 cm,https://www.floraccess.com/en/product/57091/rhipsalis-burchellii/?source=Search,611
Rhipsalis cassutha €1.76 6 cm 10 cm,1.76,6 cm,10 cm,https://www.floraccess.com/en/product/32360/rhipsalis-cassutha/?source=Search,76
Rhipsalis cassutha €4.01 12 cm 15 cm,4.01,12 cm,15 cm,https://www.floraccess.com/en/product/116044/rhipsalis-cassutha/?source=Search,612
Rhipsalis cereuscula GOLD €5.10 9 cm 19 cm,5.1,9 cm,19 cm,https://www.floraccess.com/en/product/57092/rhipsalis-cereuscula-gold/?source=Search,612
Rhipsalis cereuscula €1.78 6 cm 12 cm,1.78,6 cm,12 cm,https://www.floraccess.com/en/product/92579/rhipsalis-cereuscula/?source=Search,103
Rhipsalis cereuscula €151.61 25 cm 70-90 cm,151.61,25 cm,90 cm,https://www.floraccess.com/en/product/123122/rhipsalis-cereuscula/?source=Search,612
Rhipsalis clavata 'Easy Sweety' €1.94 8.5 cm 10 cm,1.94,8.5 cm,10 cm,https://www.floraccess.com/en/product/116037/rhipsalis-clavata-easy-sweety/?source=Search,612
Rhipsalis clavata €11.29 17 cm 25 cm,11.29,17 cm,25 cm,https://www.floraccess.com/en/product/99898/rhipsalis-clavata/?source=Search,224
Rhipsalis crispata 'Amstel' €23.33 21 cm 40-50 cm,23.33,21 cm,50 cm,https://www.floraccess.com/en/product/124103/rhipsalis-crispata-amstel/?source=Search,612
Rhipsalis crispata 'Amstel' €5.75 12 cm 20 cm,5.75,12 cm,20 cm,https://www.floraccess.com/en/product/111408/rhipsalis-crispata-amstel/?source=Search,612
Rhipsalis crispata €0.96 5.5 cm 8 cm,0.96,5.5 cm,8 cm,https://www.floraccess.com/en/product/117692/rhipsalis-crispata/?source=Search,323
Rhipsalis crispata €1.37 5.5 cm 10 cm,1.37,5.5 cm,10 cm,https://www.floraccess.com/en/product/110039/rhipsalis-crispata/?source=Search,229
Rhipsalis crispata €1.99 8.5 cm 10 cm,1.99,8.5 cm,10 cm,https://www.floraccess.com/en/product/113402/rhipsalis-crispata/?source=Search,612
Rhipsalis crispata €10.88 15 cm 35-45 cm,10.88,15 cm,45 cm,https://www.floraccess.com/en/product/100834/rhipsalis-crispata/?source=Search,141
Rhipsalis crispata €23.34 21 cm 25-35 cm,23.34,21 cm,35 cm,https://www.floraccess.com/en/product/125552/rhipsalis-crispata/?source=Search,612
Rhipsalis ewaldiana €0.98 5.5 cm 10 cm,0.98,5.5 cm,10 cm,https://www.floraccess.com/en/product/113403/rhipsalis-ewaldiana/?source=Search,355
Rhipsalis ewaldiana €1.37 5.5 cm 10 cm,1.37,5.5 cm,10 cm,https://www.floraccess.com/en/product/110040/rhipsalis-ewaldiana/?source=Search,235
Rhipsalis ewaldiana €4.00 12 cm 15 cm,4.0,12 cm,15 cm,https://www.floraccess.com/en/product/116045/rhipsalis-ewaldiana/?source=Search,612
Rhipsalis ewaldiana €4.10 12 cm 18 cm,4.1,12 cm,18 cm,https://www.floraccess.com/en/product/105137/rhipsalis-ewaldiana/?source=Search,355
Rhipsalis floccosa €12.25 15 cm 30-40 cm,12.25,15 cm,40 cm,https://www.floraccess.com/en/product/100042/rhipsalis-floccosa/?source=Search,54
Rhipsalis heteroclada €0.98 5.5 cm 10 cm,0.98,5.5 cm,10 cm,https://www.floraccess.com/en/product/116670/rhipsalis-heteroclada/?source=Search,612
Rhipsalis heteroclada €1.94 8.5 cm 10 cm,1.94,8.5 cm,10 cm,https://www.floraccess.com/en/product/117694/rhipsalis-heteroclada/?source=Search,612
Rhipsalis heteroclada €11.29 17 cm 25 cm,11.29,17 cm,25 cm,https://www.floraccess.com/en/product/94524/rhipsalis-heteroclada/?source=Search,612
Rhipsalis mesembryanthemoides €0.98 5.5 cm 10 cm,0.98,5.5 cm,10 cm,https://www.floraccess.com/en/product/116047/rhipsalis-mesembryanthemoides/?source=Search,612
Rhipsalis mesembryanthemoides €1.37 5.5 cm 10 cm,1.37,5.5 cm,10 cm,https://www.floraccess.com/en/product/114075/rhipsalis-mesembryanthemoides/?source=Search,612
Rhipsalis mesembryanthemoides €1.98 8.5 cm 10 cm,1.98,8.5 cm,10 cm,https://www.floraccess.com/en/product/116046/rhipsalis-mesembryanthemoides/?source=Search,612
Rhipsalis monacantha €11.56 14 cm 25-35 cm,11.56,14 cm,35 cm,https://www.floraccess.com/en/product/32764/rhipsalis-monacantha/?source=Search,69
Rhipsalis monacantha €14.50 14 cm 25-35 cm,14.5,14 cm,35 cm,https://www.floraccess.com/en/product/104069/rhipsalis-monacantha/?source=Search,612
Rhipsalis pachyptera rubra €3.21 11 cm 20 cm,3.21,11 cm,20 cm,https://www.floraccess.com/en/product/124104/rhipsalis-pachyptera-rubra/?source=Search,612
Rhipsalis paradoxa 'Minor' €15.69 15 cm 40-50 cm,15.69,15 cm,50 cm,https://www.floraccess.com/en/product/100044/rhipsalis-paradoxa-minor/?source=Search,158
Rhipsalis pilocarpa €4.17 6 cm 9 cm,4.17,6 cm,9 cm,https://www.floraccess.com/en/product/57115/rhipsalis-pilocarpa/?source=Search,612
Rhipsalis pulchra €1.37 5.5 cm 12 cm,1.37,5.5 cm,12 cm,https://www.floraccess.com/en/product/110041/rhipsalis-pulchra/?source=Search,235
Rhipsalis pulchra €10.88 15 cm 35-45 cm,10.88,15 cm,45 cm,https://www.floraccess.com/en/product/100835/rhipsalis-pulchra/?source=Search,229
Rhipsalis puniceodiscus €11.56 14 cm 45-55 cm,11.56,14 cm,55 cm,https://www.floraccess.com/en/product/81864/rhipsalis-puniceodiscus/?source=Search,53
Rhipsalis wercklei €115.12 25 cm 140-160 cm,115.12,25 cm,160 cm,https://www.floraccess.com/en/product/101193/rhipsalis-wercklei/?source=Search,612
Rhododendron 'Albert Schweitzer' (C) €115.67 45 cm 110-130 cm,115.67,45 cm,130 cm,https://www.floraccess.com/en/product/54726/rhododendron-albert-schweitzer-c/?source=Search,612
Rhododendron 'Albert Schweitzer' (C) €21.07 29 cm 50-70 cm,21.07,29 cm,70 cm,https://www.floraccess.com/en/product/100110/rhododendron-albert-schweitzer-c/?source=Search,297
Rhododendron 'Albert Schweitzer' (C) €53.23 37 cm 75-95 cm,53.23,37 cm,95 cm,https://www.floraccess.com/en/product/54724/rhododendron-albert-schweitzer-c/?source=Search,355
Rhododendron 'Amoenum' (AJ) €23.16 29 cm 50-70 cm,23.16,29 cm,70 cm,https://www.floraccess.com/en/product/100107/rhododendron-amoenum-aj/?source=Search,612
Rhododendron 'Amoenum' (AJ) €53.23 37 cm 75-95 cm,53.23,37 cm,95 cm,https://www.floraccess.com/en/product/54719/rhododendron-amoenum-aj/?source=Search,612
Rhododendron 'Ana' €20.38 29 cm 35-45 cm,20.38,29 cm,45 cm,https://www.floraccess.com/en/product/108642/rhododendron-ana/?source=Search,323
Rhododendron 'Ana' €53.23 37 cm 45-55 cm,53.23,37 cm,55 cm,https://www.floraccess.com/en/product/93489/rhododendron-ana/?source=Search,612
Rhododendron 'Anah Kruschke' €115.67 45 cm 110-130 cm,115.67,45 cm,130 cm,https://www.floraccess.com/en/product/54714/rhododendron-anah-kruschke/?source=Search,355
Rhododendron 'Anah Kruschke' €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112796/rhododendron-anah-kruschke/?source=Search,612
Rhododendron 'Anah Kruschke' €202.03 62 cm 130-150 cm,202.03,62 cm,150 cm,https://www.floraccess.com/en/product/54715/rhododendron-anah-kruschke/?source=Search,213
Rhododendron 'Anah Kruschke' €21.77 29 cm 50-70 cm,21.77,29 cm,70 cm,https://www.floraccess.com/en/product/54712/rhododendron-anah-kruschke/?source=Search,323
Rhododendron 'Anah Kruschke' €53.23 37 cm 75-95 cm,53.23,37 cm,95 cm,https://www.floraccess.com/en/product/54713/rhododendron-anah-kruschke/?source=Search,613
Rhododendron 'Anna Rose Whitney' €57.40 37 cm 90-110 cm,57.4,37 cm,110 cm,https://www.floraccess.com/en/product/54721/rhododendron-anna-rose-whitney/?source=Search,613
Rhododendron 'Anne Frank' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/67990/rhododendron-anne-frank-aj/?source=Search,355
Rhododendron 'Anneke' (AK) €17.01 23 cm 45-65 cm,17.01,23 cm,65 cm,https://www.floraccess.com/en/product/44372/rhododendron-anneke-ak/?source=Search,613
Rhododendron 'Anouk' (AJ) €6.89 17 cm 25-35 cm,6.89,17 cm,35 cm,https://www.floraccess.com/en/product/78498/rhododendron-anouk-aj/?source=Search,613
Rhododendron 'Anouk' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/67991/rhododendron-anouk-aj/?source=Search,201
Rhododendron 'Anouk' (AJ) €7.99 19 cm 25-35 cm,7.99,19 cm,35 cm,https://www.floraccess.com/en/product/114156/rhododendron-anouk-aj/?source=Search,613
Rhododendron 'Arabesk' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/67992/rhododendron-arabesk-aj/?source=Search,323
Rhododendron 'Arctic Tern' €7.04 17 cm 30-40 cm,7.04,17 cm,40 cm,https://www.floraccess.com/en/product/78560/rhododendron-arctic-tern/?source=Search,613
Rhododendron 'Baden-Baden' (F) €55.53 37 cm 35-45 cm,55.53,37 cm,45 cm,https://www.floraccess.com/en/product/98414/rhododendron-baden-baden-f/?source=Search,613
Rhododendron 'Bengal' €21.07 29 cm 25-35 cm,21.07,29 cm,35 cm,https://www.floraccess.com/en/product/89358/rhododendron-bengal/?source=Search,613
Rhododendron 'Berryrose' (AK) €16.81 23 cm 45-65 cm,16.81,23 cm,65 cm,https://www.floraccess.com/en/product/44373/rhododendron-berryrose-ak/?source=Search,613
Rhododendron 'Blattgold' €20.22 23 cm 40-50 cm,20.22,23 cm,50 cm,https://www.floraccess.com/en/product/116122/rhododendron-blattgold/?source=Search,613
Rhododendron 'Blue Diamond' €21.42 29 cm 50-70 cm,21.42,29 cm,70 cm,https://www.floraccess.com/en/product/100118/rhododendron-blue-diamond/?source=Search,271
Rhododendron 'Blue Jay' €22.46 29 cm 45-55 cm,22.46,29 cm,55 cm,https://www.floraccess.com/en/product/89359/rhododendron-blue-jay/?source=Search,613
Rhododendron 'Blue Silver' €12.16 21 cm 30-40 cm,12.16,21 cm,40 cm,https://www.floraccess.com/en/product/97425/rhododendron-blue-silver/?source=Search,158
Rhododendron 'Blue Silver' €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78561/rhododendron-blue-silver/?source=Search,613
Rhododendron 'Blue Tit' €12.16 21 cm 30-40 cm,12.16,21 cm,40 cm,https://www.floraccess.com/en/product/97426/rhododendron-blue-tit/?source=Search,613
Rhododendron 'Blue Tit' €6.89 17 cm 28-38 cm,6.89,17 cm,38 cm,https://www.floraccess.com/en/product/78562/rhododendron-blue-tit/?source=Search,271
Rhododendron 'Blurettia' (Y) €7.83 19 cm 25-35 cm,7.83,19 cm,35 cm,https://www.floraccess.com/en/product/46732/rhododendron-blurettia-y/?source=Search,173
Rhododendron 'Catawbiense Boursault' €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112797/rhododendron-catawbiense-boursault/?source=Search,613
Rhododendron 'Catawbiense Boursault' €198.55 62 cm 130-150 cm,198.55,62 cm,150 cm,https://www.floraccess.com/en/product/100119/rhododendron-catawbiense-boursault/?source=Search,323
Rhododendron 'Catawbiense Boursault' €22.46 29 cm 45-55 cm,22.46,29 cm,55 cm,https://www.floraccess.com/en/product/91617/rhododendron-catawbiense-boursault/?source=Search,613
Rhododendron 'Catawbiense Grandiflorum' €113.35 45 cm 110-130 cm,113.35,45 cm,130 cm,https://www.floraccess.com/en/product/100120/rhododendron-catawbiense-grandiflorum/?source=Search,613
Rhododendron 'Catawbiense Grandiflorum' €23.14 29 cm 60-80 cm,23.14,29 cm,80 cm,https://www.floraccess.com/en/product/100121/rhododendron-catawbiense-grandiflorum/?source=Search,613
Rhododendron 'Cosmopolitan' (C) €13.83 23 cm 50-70 cm,13.83,23 cm,70 cm,https://www.floraccess.com/en/product/112793/rhododendron-cosmopolitan-c/?source=Search,613
Rhododendron 'Cosmopolitan' (C) €191.60 67 cm 70-90 cm,191.6,67 cm,90 cm,https://www.floraccess.com/en/product/93491/rhododendron-cosmopolitan-c/?source=Search,613
Rhododendron 'Cosmopolitan' (C) €22.46 29 cm 45-55 cm,22.46,29 cm,55 cm,https://www.floraccess.com/en/product/93498/rhododendron-cosmopolitan-c/?source=Search,613
Rhododendron 'Cosmopolitan' (C) €53.21 37 cm 60-80 cm,53.21,37 cm,80 cm,https://www.floraccess.com/en/product/54736/rhododendron-cosmopolitan-c/?source=Search,613
Rhododendron 'Cunningham's White' (C) €116.78 45 cm 110-130 cm,116.78,45 cm,130 cm,https://www.floraccess.com/en/product/100123/rhododendron-cunninghams-white-c/?source=Search,613
Rhododendron 'Cunningham's White' (C) €12.81 23 cm 35-45 cm,12.81,23 cm,45 cm,https://www.floraccess.com/en/product/111399/rhododendron-cunninghams-white-c/?source=Search,614
Rhododendron 'Cunningham's White' (C) €191.60 62 cm 110-130 cm,191.6,62 cm,130 cm,https://www.floraccess.com/en/product/100122/rhododendron-cunninghams-white-c/?source=Search,613
Rhododendron 'Cunningham's White' (C) €21.77 29 cm 55-75 cm,21.77,29 cm,75 cm,https://www.floraccess.com/en/product/54739/rhododendron-cunninghams-white-c/?source=Search,324
Rhododendron 'Cunningham's White' (C) €53.21 37 cm 50-70 cm,53.21,37 cm,70 cm,https://www.floraccess.com/en/product/93492/rhododendron-cunninghams-white-c/?source=Search,614
Rhododendron 'Cunningham's White' (C) €75.36 40 cm 85-105 cm,75.36,40 cm,105 cm,https://www.floraccess.com/en/product/100124/rhododendron-cunninghams-white-c/?source=Search,613
Rhododendron 'Cunningham's White' (C) €8.08 19 cm 30-40 cm,8.08,19 cm,40 cm,https://www.floraccess.com/en/product/46743/rhododendron-cunninghams-white-c/?source=Search,186
Rhododendron 'Doc' (Y) €21.07 29 cm 40-50 cm,21.07,29 cm,50 cm,https://www.floraccess.com/en/product/54743/rhododendron-doc-y/?source=Search,324
Rhododendron 'Dopey' (Y) €8.32 19 cm 25-35 cm,8.32,19 cm,35 cm,https://www.floraccess.com/en/product/46734/rhododendron-dopey-y/?source=Search,614
Rhododendron 'Dreamland' (Y) €21.77 29 cm 35-45 cm,21.77,29 cm,45 cm,https://www.floraccess.com/en/product/89365/rhododendron-dreamland-y/?source=Search,614
Rhododendron 'Dreamland' (Y) €50.45 37 cm 45-55 cm,50.45,37 cm,55 cm,https://www.floraccess.com/en/product/100138/rhododendron-dreamland-y/?source=Search,614
Rhododendron 'Elsie Lee' (AJ) €7.42 19 cm 25-35 cm,7.42,19 cm,35 cm,https://www.floraccess.com/en/product/113087/rhododendron-elsie-lee-aj/?source=Search,201
